batch_size,lattice_n,iteration,time_mcmc_s,time_phi_s,time_energy_s,time_grad_s,time_opt_s,ram_start_MB,ram_end_MB,gpu_mem_MB,gpu_util_%,energy_J_per_sample
32,3,1,0.18026232719421387,7.842938184738159,6.6491475105285645,9.776217937469482,0.44620680809020996,994.136064,997.797888,1.0,0.0,0.17273931136727333
32,3,2,0.18136334419250488,0.20330333709716797,0.5981330871582031,0.04714155197143555,0.1929304599761963,1397.6576,1400.016896,1.0,0.0,0.01568230187892914
32,3,3,0.17885494232177734,0.1899409294128418,0.6014852523803711,0.04337263107299805,0.1901242733001709,1460.719616,1463.078912,1.0,0.0,0.015657412976026533
32,3,4,0.17782187461853027,0.19193363189697266,0.600454568862915,0.045022010803222656,0.18973135948181152,1503.281152,1503.281152,1.0,0.0,0.01572440402209759
32,3,5,0.1820387840270996,0.1988201141357422,0.592510461807251,0.043386220932006836,0.19621753692626953,1522.384896,1522.384896,1.0,0.0,0.015411443990965685
32,3,6,0.18134045600891113,0.19991278648376465,0.6171472072601318,0.04627799987792969,0.19043922424316406,1558.196224,1558.196224,1.0,0.0,0.015994398454825084
32,3,7,0.178910493850708,0.19260549545288086,0.6089231967926025,0.04350996017456055,0.19096922874450684,1575.661568,1575.661568,1.0,0.0,0.015971548015872635
32,3,8,0.17741966247558594,0.19185829162597656,0.6102547645568848,0.04342818260192871,0.19072771072387695,1598.017536,1598.017536,1.0,0.0,0.01585391023755074
32,3,9,0.17966294288635254,0.18955206871032715,0.591040849685669,0.04173684120178223,0.1930384635925293,1628.946432,1628.946432,1.0,0.0,0.015280868634581566
32,3,10,0.1799302101135254,0.1901717185974121,0.59029221534729,0.03665328025817871,0.18952631950378418,1659.650048,1659.650048,1.0,0.0,0.015310704335570335
32,3,11,0.17811965942382812,0.18982577323913574,0.5879957675933838,0.04048752784729004,0.19017839431762695,1678.893056,1678.893056,1.0,0.0,0.015110266235967479
32,3,12,0.17808985710144043,0.19121289253234863,0.5909175872802734,0.03706812858581543,0.1889042854309082,1709.277184,1709.277184,1.0,0.0,0.015314614137013753
32,3,13,0.17954659461975098,0.19283533096313477,0.5923631191253662,0.03759360313415527,0.19003915786743164,1728.937984,1728.937984,1.0,0.0,0.01526569121579329
32,3,14,0.17952680587768555,0.189957857131958,0.6169703006744385,0.030474424362182617,0.18858122825622559,1747.812352,1747.812352,1.0,0.0,0.01589341201633215
32,3,15,0.17836523056030273,0.19275951385498047,0.5936002731323242,0.03324484825134277,0.1888713836669922,1749.385216,1749.385216,1.0,0.0,0.015415057092905046
32,3,16,0.17951607704162598,0.19191217422485352,0.6058790683746338,0.03782033920288086,0.1896350383758545,1757.298688,1757.298688,1.0,0.0,0.015759167018036046
32,3,17,0.18433833122253418,0.19115447998046875,0.606966495513916,0.040823936462402344,0.1902918815612793,1775.988736,1775.988736,1.0,0.0,0.015705258071422576
32,3,18,0.18155455589294434,0.19450163841247559,0.5753543376922607,0.039611101150512695,0.18901634216308594,1787.957248,1787.957248,1.0,0.0,0.015001165700455508
32,3,19,0.1828296184539795,0.19519662857055664,0.5912418365478516,0.03771042823791504,0.19118022918701172,1804.47232,1804.47232,1.0,0.0,0.015458510518074037
32,3,20,0.18294095993041992,0.19323134422302246,0.5933117866516113,0.03757643699645996,0.19374942779541016,1824.366592,1824.366592,1.0,0.0,0.015524991750717164
32,3,21,0.1786487102508545,0.1941530704498291,0.5955305099487305,0.04066300392150879,0.19054746627807617,1843.07712,1843.07712,1.0,0.0,0.015502403587102889
32,3,22,0.17788100242614746,0.1971902847290039,0.6030540466308594,0.03767728805541992,0.1895749568939209,1859.985408,1859.985408,1.0,0.0,0.015585178017616271
32,3,23,0.18251466751098633,0.20054173469543457,0.5955524444580078,0.045310020446777344,0.19005441665649414,1867.063296,1867.063296,1.0,0.0,0.015267235060532887
